240.846,4.1504539559,0,4.0283817807,0.6078431373,62.734375,151,0,0,0,16.7252747253,0,2.3333333333,7.8320381705,785.75,1,14.1728515625,3153.6939971301,0,0.2063518486,17.7575757576,18.2317682318,0,0.625,1,0,-3.3143939394,-3.515625,-3.90625,-15.3724899598,95,14.5601897808,D4,0,159.8,14
240.970,4.2746839726,0,4.1048310217,0.6078431373,62.6732165404,151,0,0,0,16.7252747253,0,2.3333333333,7.8320381705,793.4761306533,1,14.1728515625,3173.1524226641,0,0.2055664063,20,18.2894693246,0,0.625,1,0,-1.5625,-1.6526442308,-3.90625,-15.3724899598,95,14.5601897808,D4,0,159.8,14.1
241.080,4.2936127191,0,4.117328843,0.6078431373,62.3929216394,151,0,0,0,16.7252747253,0,2.3248167954,7.8320381705,806.25,1,14.1728515625,3153.80859375,0,0.2055664063,18.696969697,18.1193881495,0,0.625,1,0,-1.5625,-1.6276041667,-3.90625,-15.3724899598,95,14.5601897808,D4,0,159.8,14.5739583333
241.220,4.0436408026,0,3.9673456931,0.6078431373,61.2890625,151,0,0,0,16.7252747253,0,2.3109526639,7.8115277824,797.8605527638,1,14.1728515625,3191.4718400187,0,0.206036377,16.7878787879,18.1150549451,0,0.625,1,0,-1.5625,-3.90625,-3.90625,-15.3724899598,95,14.5601897808,D4,0,159.8,13.9
241.343,4.0970473793,0,3.9597161822,0.6078431373,60.322265625,151,0,0,0,16.7252747253,0,2.2941176471,7.6870004266,793.2512562814,1,14.1728515625,3221.0079909581,0,0.2067871094,15.5,18.2637362637,0,0.625,1,0,-1.5625,-1.9451530612,-3.90625,-15.3724899598,95,14.5601897808,D4,0,159.81908,14.4
241.467,4.1748683909,0,3.9765011063,0.6078431373,59.6612723214,151,0,0,0,16.7252747253,0,2.3091405717,7.7425621493,794,1,14.1728515625,3170.41015625,0,0.2045812559,16.8407960199,18.1404826329,0,0.625,1,0,-1.5625,-0.78125,-3.90625,-15.3724899598,95,14.5601897808,D4,0,159.86372,14.5
241.617,4.3640802625,0,4.1657129778,0.6078431373,62.03125,151,0,0,0,16.7252747253,0,2.3333333333,7.8320381705,774.2135678392,1,14.1728515625,3167.7112484453,0,0.2046732687,18.8693467337,18.0825004142,0,0.625,1,0,-1.5625,-0.78125,-3.90625,-15.3724899598,95,14.5601897808,D4,0,159.91772,14.3958333333
241.717,4.2757727315,0,4.1241564926,0.6078431373,62.0246010638,151,0,0,0,16.7252747253,0,2.3333333333,7.8320381705,763.54,1,14.1728515625,3165.0390625,0,0.20703125,18.3668341709,18.1098901099,0,0.625,1,0,-1.5625,-2.2693452381,-3.90625,-15.3724899598,95,14.5601897808,D4,0,159.95372,14.4115044248
241.827,4.1046768902,0,4.0436408026,0.6078431373,62.01171875,151,0,0,0,16.7252747253,0,2.3333333333,7.8320381705,767.94,1,14.1728515625,3098.8498263889,0,0.2069252091,18,18.1194361194,0,0.625,1,0,-1.4172424623,-3.90625,-3.90625,-15.3724899598,95,14.5601897808,D4,0,159.99332,14
241.964,4.1899886945,0,4.1194735175,0.6078431373,63.4798177083,151,0,0,0,16.7252747253,0,2.3333333333,7.8320381705,767.0723350254,1,14.1728515625,3049.4205068211,0,0.2071107807,18,18.1263181263,0,0.625,1,0,-0.78125,-3.90625,-3.90625,-15.3724899598,95,14.5601897808,D4,0,160.04264,14.1
242.067,4.2592708191,0,4.1743443437,0.6078431373,64.0380366162,150.9797979798,0,0,0,16.7252747253,0,2.3410576352,7.8320381705,761.25,1,14.1728515625,3060.05859375,0,0.2084443063,17.4090909091,18.1034521035,0,0.625,1,0,-0.78125,-3.0855429293,-3.90625,-15.3724899598,95,14.5601897808,D4,0,160.07972,14.1
242.187,4.3332539556,0,4.211335912,0.6078431373,62.5939078283,150.3737373737,0,0,0,16.7252747253,0,2.3529411765,7.8320381705,772.9409547739,1,14.1728515625,3080.0999883396,0,0.2085876465,16.5,18.1153846154,0,0.625,1,0,-0.78125,-0.78125,-3.90625,-15.3724899598,95,14.5601897808,D4,0,160.12292,14.3083333333
242.287,4.3330974769,0,4.1957662798,0.6078431373,62.6167909264,150,0,0,0,16.7252747253,0,2.3529411765,7.9045570424,784.75,1,14.1728515625,3113.76953125,0,0.2070617676,17.5,18.1703296703,0,0.625,1,0,-2.34375,-2.248572335,-3.90625,-15.3724899598,95,14.5601897808,D4,0,160.15892,14.425
242.387,4.2420080873,0,4.1046768902,0.6078431373,64.453125,150,0,0,0,16.7252747253,0,2.3529411765,7.9770759144,803.5631313131,1,14.1728515625,3135.3032275884,0,0.2061446989,18.5,18.1534021534,0,0.625,1,0,-3.90625,-4.6875,-3.90625,-15.3724899598,95,14.5601897808,D4,0,160.19492,14.55
242.535,4.2343406186,0,4.1046768902,0.6078431373,63.3244908271,150,0,0,0,16.7252747253,0,2.3382848089,7.7602518124,816.25,1,14.1728515625,3169.43359375,0,0.2056884766,17.3787878788,18.021978022,0,0.625,1,0,-3.90625,-4.6875,-3.90625,-15.3724899598,95,14.5601897808,D4,0,160.2482,14.3
242.635,4.2267490654,0,4.1046768902,0.6078431373,62.20703125,150,0,0,0,16.7252747253,0,2.3285509326,7.722375486,804.75,1,14.1728515625,3161.2955729167,0,0.205078125,17.1219512195,18.0989010989,0,0.625,1,0,-3.90625,-4.6875,-3.90625,-15.3724899598,95,14.5601897808,D4,0,160.2842,14.2
242.735,4.1654062638,0,4.0356662384,0.6078431373,62.0107372802,150,0,0,0,16.7252747253,0,2.318986131,7.793125605,799.5025125628,1,14.1728515625,3153.0293166035,0,0.2044677734,17.3658536585,18.1758241758,0,0.625,1,0,-3.90625,-4.6875,-3.90625,-15.3724899598,95,14.5601897808,D4,0,160.3202,14.3
242.858,4.1065079728,0,3.9691767758,0.6078431373,61.58203125,150,0,0,0,16.7252747253,0,2.3068170273,7.7809367892,801,1,14.1728515625,3138.18359375,0,0.2046194366,16.9715025907,18.2304362304,0,0.625,1,0,-3.90625,-4.6875,-3.90625,-15.3724899598,95,14.5601897808,D4,0,160.36448,14.1
242.983,4.1160448615,0,3.9787136645,0.6078431373,60.361328125,150,0,0,0,16.7252747253,0,2.2941176471,7.6870004266,778.1345177665,1,14.1728515625,3144.306640625,0,0.2053284308,16,18.2859362859,0,0.625,1,0,-3.90625,-4.6875,-3.90625,-15.3724899598,95,14.5601897808,D4,0,160.40948,13.8083333333
243.107,4.2155745291,0,4.0838691331,0.6078431373,61.361071654,150,0,0,0,16.7252747253,0,2.3309566251,7.777832145,758.9278606965,1,14.1728515625,3154.296875,0,0.2071533203,19.4444444444,18.3516483516,0,0.625,1,0,-1.9491792929,-3.1092171717,-3.90625,-15.3724899598,95,14.5601897808,D4,0,160.45412,14.0333333333
243.232,4.3793392844,0,4.2572671092,0.6078431373,63.92578125,150,0,0,0,16.7252747253,0,2.3529411765,7.8320381705,775.407960199,1,14.1728515625,3178.5269119033,0,0.2069693039,20.8656716418,18.2412115248,0,0.625,1,0,-0.78125,-1.5625,-3.90625,-15.3724899598,95,14.5601897808,D4,0,160.49912,14.3
243.332,4.3106736858,0,4.2496375982,0.6078431373,63.6328125,150,0,0,0,16.7252747253,0,2.3529411765,7.8320381705,783.8939393939,1,14.1728515625,3186.1002604167,0,0.2067871094,19.6218905473,18.1318681319,0,0.625,1,0,-0.78125,-1.5625,-3.90625,-15.3724899598,95,14.5601897808,D4,0,160.53512,14.5
243.432,4.2420080873,0,4.2420080873,0.6078431373,63.33984375,150,0,0,0,16.7252747253,0,2.3430382254,7.8320381705,789.5,1,14.1728515625,3160.05859375,0,0.2067254577,18.4949494949,18.1762681763,0,0.625,1,0,-1.5703914141,-1.9451530612,-3.90625,-15.3724899598,95,14.5601897808,D4,0,160.57112,14.2
243.571,4.0472220016,0,4.0039362048,0.6078431373,61.1790497449,150,0,0,0,16.7252747253,0,2.3137254902,7.8320381705,770.9798994975,1,14.1728515625,3150.390625,0,0.2064628216,17,18.1788211788,0,0.625,1,0,-3.90625,-4.6875,-3.90625,-15.3724899598,95,14.5601897808,D4,0,160.62116,13.8
243.679,3.9867041538,0,3.9566416032,0.6078431373,59.7924440299,149.8730964467,0,0,0,16.7252747253,0,2.3137254902,7.8320381705,749,1,14.1728515625,3179.6875,0,0.2056884766,17,18.021978022,0,0.625,1,0,-3.90625,-4.6875,-3.90625,-15.3724899598,95,14.5601897808,D4,0,160.66004,13.8428571429
243.825,4.0436408026,0,4.1046768902,0.6078431373,58.3203125,149,0,0,0,16.7252747253,0,2.3230342642,7.8320381705,750.4673366834,1,14.1728515625,3166.4182834716,0,0.2046120384,17.9494949495,18.1619491619,0,0.625,1,0,-3.90625,-4.6875,-3.90625,-15.3724899598,95,14.5601897808,D4,0,160.7126,14.05625
243.926,4.0957055055,0,4.1567415931,0.6078431373,60.852701005,149.3768844221,0,0,0,16.7252747253,0,2.3430382254,7.8320381705,762.3939393939,1,14.1728515625,3156.6756141377,0,0.2034912109,19.9898989899,18.3076923077,0,0.625,1,0,-3.90625,-4.6875,-3.90625,-15.3724899598,95,14.5601897808,D4,0,160.74896,13.9
244.028,4.1504539559,0,4.2114900435,0.6078431373,63.515625,150,0,0,0,16.7252747253,0,2.3478431373,7.8320381705,798,1,14.1728515625,3156.1429436832,0,0.2043005371,20.74,18.2068131868,0,0.625,1,0,-3.90625,-4.6875,-3.90625,-15.3724899598,95,14.5601897808,D4,0,160.78568,14.1
244.176,4.0894178683,0,4.0283817807,0.6078431373,62.83203125,150.63,0,0,0,16.7252747253,0,2.3333333333,7.8320381705,784.994949495,1,14.1728515625,3150.1136893657,0,0.2060645518,20,18.1154401154,0,0.625,1,0,-3.90625,-4.6875,-3.90625,-15.3724899598,95,14.5601897808,D4,0,160.83896,14.1
244.302,4.119172961,0,4.0343327993,0.6078431373,62.3978515625,150.7373737374,0,0,0,16.7252747253,0,2.3457483496,7.8320381705,770.01,1,14.1728515625,3140.625,0,0.208984375,17.783919598,18.1318681319,0,0.625,1,0,-1.9276067839,-3.4861809045,-3.90625,-15.3724899598,95,14.5601897808,D4,0,160.88432,14.25625
244.424,4.1657129778,0,4.0436408026,0.6078431373,61.71875,150,0,0,0,16.7252747253,0,2.3577936225,7.8679313495,760.25,1,14.1728515625,3133.0267458546,0,0.208619986,17.4898989899,18.175605489,0,0.625,1,0,-0.78125,-2.7363379397,-3.90625,-15.3724899598,95,14.5601897808,D4,0,160.92824,14.5
244.525,4.1657129778,0,4.1059099425,0.6078431373,62.9940025253,150,0,0,0,16.7252747253,0,2.3725490196,7.9770759144,758.9776119403,1,14.1728515625,3132.0434570313,0,0.2082519531,20.5,18.2197802198,0,0.625,1,0,-0.78125,-4.3223932161,-3.90625,-15.3724899598,95,14.5601897808,D4,0,160.9646,14.3473684211
244.648,4.1657129778,0,4.1399252308,0.6078431373,64.1248046875,150,0,0,0,16.7252747253,0,2.3578431373,7.9226867604,767,1,14.1728515625,3148.5595703125,0,0.2074897882,20.125,18.1511686283,0,0.625,1,0,-1.953125,-4.6835741206,-3.90625,-15.3724899598,95,14.5601897808,D4,0,161.00888,14.1
244.771,4.1657129778,0,4.0179293507,0.6078431373,63.6803710938,150,0,0,0,16.7252747253,0,2.3333333333,7.8320381705,749.6666666667,1,14.1728515625,3136.6451397613,0,0.2078942446,19.5,18.1313214149,0,0.625,1,0,-3.90625,-2.34375,-3.90625,-15.3724899598,95,14.5601897808,D4,0,161.05316,14.6
244.873,4.2165508246,0,4.037736558,0.6078431373,64.1117697864,150.0752688172,0,0,0,16.7252747253,0,2.3531392355,7.9052895563,731.25,1,14.1728515625,3104.4921875,0,0.2096906823,20.2575757576,18.1759335192,0,0.625,1,0,-2.3279671717,-2.34375,-3.90625,-15.3724899598,95,14.5601897808,D4,0,161.08988,14.2892857143
244.979,4.3640802625,0,4.2420080873,0.6078431373,65.8984375,150.6451612903,0,0,0,16.7252747253,0,2.3725490196,7.9770759144,739.3210659898,1,14.1728515625,3136.2403330177,0,0.210710798,20.9393939394,18.1789638932,0,0.625,1,0,-0.78125,-2.34375,-3.90625,-15.3724899598,95,14.5601897808,D4,0,161.12804,14.1
245.095,4.3184573283,0,4.1906822864,0.6078431373,65.9276357323,151,0,0,0,16.7252747253,0,2.3725490196,7.9770759144,749.9246231156,1,14.1728515625,3181.15234375,0,0.2110595703,20.0606060606,18.1318681319,0,0.625,1,0,-0.78125,-3.8904671717,-3.90625,-15.3724899598,95,14.5601897808,D4,0,161.1698,14.1791666667
245.195,4.2420080873,0,4.1046768902,0.6078431373,65.9765625,151,0,0,0,16.7252747253,0,2.3750980392,7.9582210076,764.6231155779,1,14.1728515625,3163.1500552399,0,0.2104625135,19.435,18.1070612556,0,0.625,1,0,-1.1875,-5.46875,-3.90625,-15.3724899598,95,14.5601897808,D4,0,161.2058,14.125
245.321,4.273136492,0,4.1046768902,0.6078431373,66.2654296875,151,0,0,0,16.7252747253,0,2.3921568627,7.8320381705,768.4747474747,1,14.1728515625,3149.951171875,0,0.2094726563,19,18.0659340659,0,0.625,1,0,-3.90625,-3.4598214286,-3.90625,-15.3724899598,95,14.5601897808,D4,0,161.25116,14.2
245.443,4.2956458612,0,4.1213230959,0.6078431373,66.5477035985,151,0,0,0,16.7252747253,0,2.3921568627,7.886244196,748.75,1,14.1728515625,3169.3115234375,0,0.2103000217,18.6262626263,18.1201021201,0,0.625,1,-0.2919823232,-2.7383207071,-2.34375,-3.90625,-15.3724899598,95,14.5601897808,D4,0,161.29508,14.3
245.543,4.2648195544,0,4.1906822864,0.6078431373,66.5674321338,151,0,0,0,16.7252747253,0,2.3921568627,7.9770759144,751.6,1,14.1728515625,3177.478608631,0,0.2109790163,18,18.1672337814,0,0.625,1,-0.78125,-0.78125,-2.34375,-3.90625,-15.3724899598,95,14.5601897808,D4,0,161.33108,14.1
245.667,4.2458809355,0,4.1761696679,0.6078431373,65.9326419734,151,0,0,0,16.7252747253,0,2.3822539117,7.9770759144,756.25,1,14.1728515625,3178.22265625,0,0.2121582031,16.9898989899,18.2637362637,0,0.625,1,-0.78125,-0.78125,-2.34375,-3.90625,-15.3724899598,95,14.5601897808,D4,0,161.37572,14.3
245.803,4.2572671092,0,3.982604715,0.6078431373,64.0234375,151,0,0,0,16.7252747253,0,2.3688235294,7.949518743,785.7853535354,1,14.1728515625,3204.4743363575,0,0.2103437107,16.38,18.2637362637,0,0.625,1,-0.78125,-1.375,-2.34375,-3.90625,-15.3724899598,95,14.5601897808,D4,0,161.42468,14.525
245.915,4.2802695153,0,4.0746143396,0.6078431373,64.6515469527,151,0,0,0,16.7252747253,0,2.3578431373,7.8682976064,793.4419191919,1,14.1728515625,3221.591796875,0,0.2080078125,17.5,18.2637362637,0,0.625,1,-0.78125,-3.125,-2.34375,-3.90625,-15.3724899598,95,14.5601897808,D4,0,161.465,14.6
246.015,4.3030441749,0,4.1657129778,0.6078431373,65.2734375,151,0,0,0,16.7252747253,0,2.357892652,7.8320381705,776.25,1,14.1728515625,3200.595703125,0,0.209425801,17.7474747475,18.2082362082,0,0.625,1,-0.78125,-3.1171085859,-2.34375,-3.90625,-15.3724899598,95,14.5601897808,D4,0,161.501,14.6916666667
246.151,4.2719157702,0,4.2279697871,0.6078431373,64.09140625,151,0,0,0,16.7252747253,0,2.3725490196,7.8320381705,780.7375621891,1,14.1728515625,3180.4717092803,0,0.2103703046,17,18.1622821623,0,0.625,1,-0.78125,-0.78125,-2.34375,-3.90625,-15.3724899598,95,14.5601897808,D4,0,161.54996,14.5
246.275,4.1974578776,0,4.2158607181,0.6078431373,62.9109414259,151,0,0,0,16.7252747253,0,2.3616232563,7.8320381705,788.4305555556,1,14.1728515625,3170.41015625,0,0.2084960938,17,18.1978021978,0,0.625,1,-0.78125,-0.78125,-3.369869403,-3.90625,-15.3724899598,95,14.5601897808,D4,0,161.6,14.5
246.388,4.0588998245,0,4.1199359121,0.6078431373,61.46484375,151,0,0,0,16.7252747253,0,2.3505402161,7.8142784467,808.2626262626,1,14.1728515625,3168.6926694652,0,0.2072334859,16.8775510204,18.1557049915,0,0.625,1,-0.78125,-1.1639030612,-4.6875,-3.90625,-15.3724899598,95,14.5601897808,D4,0,161.6,14.4645833333
246.488,4.0588998245,0,4.0686101112,0.6078431373,61.2531565657,151,0,0,0,16.7252747253,0,2.3405362145,7.7402795978,817.9835025381,1,14.1728515625,3166.9921875,0,0.2052001953,16.3673469388,18.0879120879,0,0.625,1,-0.78125,-2.7582908163,-4.6875,-3.90625,-15.3724899598,95,14.5601897808,D4,0,161.6,14.31875
246.612,4.0588998245,0,3.982604715,0.6078431373,60.8984375,151,0,0,0,16.7252747253,0,2.3384313725,7.72471024,796.5,1,14.1728515625,3187.1744791667,0,0.2050143014,16.91,18.1102248006,0,0.625,1,-0.78125,-2.890625,-4.6875,-3.90625,-15.3724899598,95,14.5601897808,D4,0,161.6,14.365625
246.734,4.0494978009,0,4.0578209038,0.6078431373,61.8732244318,151,0,0,0,16.7252747253,0,2.3529411765,7.8320381705,782.973880597,1,14.1728515625,3198.9831972362,0,0.205243922,19.5,18.145536056,0,0.625,1,-0.78125,0,-4.6875,-3.90625,-15.3724899598,95,14.5601897808,D4,0,161.6,14.2
246.860,4.1245598581,0,4.1547696389,0.6078431373,63.1265782828,151,0,0,0,16.7252747253,0,2.3714391417,7.9004522006,760.25,1,14.1728515625,3198.2421875,0,0.2073100076,20.2075471698,18.2144223935,0,0.625,1,-0.78125,0,-3.5195707071,-3.90625,-15.3724899598,95,14.5601897808,D4,0,161.6,14.3
246.972,4.3640802625,0,4.3030441749,0.6078431373,65.0390625,151,0,0,0,16.7252747253,0,2.3921568627,7.9770759144,754.5934343434,1,14.1728515625,3173.0527638191,0,0.2091619318,21,18.1935841936,0,0.625,1,-0.78125,0,-1.5625,-3.90625,-15.3724899598,95,14.5601897808,D4,0,161.6,14.6
247.084,4.3640802625,0,4.3030441749,0.6078431373,65.5338541667,150.7474747475,0,0,0,16.7252747253,0,2.3921568627,7.9770759144,750.9393939394,1,14.1728515625,3140.625,0,0.2114257813,20.6989247312,18.0879120879,0,0.625,1,-0.78125,0,-1.5625,-3.90625,-15.3724899598,95,14.5601897808,D4,0,161.6,14.6831578947
247.232,4.3385478397,0,4.2932240123,0.6078431373,65.8982441213,150,0,0,0,16.7252747253,0,2.3775004951,7.9770759144,755.5,1,14.1728515625,3155.2241161616,0,0.2107377486,19.0050505051,18.0879120879,0,0.625,1,-0.78125,-1.1679292929,-1.5625,-3.90625,-15.3724899598,95,14.5601897808,D4,0,161.6,14.7
247.344,4.2285620185,0,4.2509217733,0.6078431373,64.0464495668,150,0,0,0,16.7252747253,0,2.3529411765,7.9770759144,757.7,1,14.1728515625,3140.2797506313,0,0.2100488281,16.5,18.0962637363,0,0.625,1,-0.78125,-3.125,-1.5625,-3.90625,-15.3724899598,95,14.5601897808,D4,0,161.6,14.4
247.475,4.1244057266,0,4.1389711566,0.6078431373,63.450915404,150,0,0,0,16.7252747253,0,2.3646078431,7.8907784567,762.743718593,1,14.1728515625,3096.6796875,0,0.2088623047,17.3925,18.1318681319,0,0.625,1,-0.78125,-3.125,-3.0229271357,-3.90625,-15.3724899598,95,14.5601897808,D4,0,161.6,14.1
247.581,4.0436408026,0,3.9673456931,0.6078431373,64.35546875,150,0,0,0,16.7252747253,0,2.3700857227,7.8320381705,775.2613065327,1,14.1728515625,3129.9682617188,0,0.2080762459,18.1256281407,18.1318681319,0,0.625,1,-0.78125,-3.125,-4.6875,-3.90625,-15.3724899598,95,14.5601897808,D4,0,161.6,14.1895833333
247.704,4.0436408026,0,3.9673456931,0.6078431373,63.5571411746,150,0,0,0,16.7252747253,0,2.3579663021,7.8320381705,777.93625,1,14.1728515625,3168.4861823694,0,0.2067871094,18.743718593,18.1318681319,0,0.625,1,-0.78125,-3.125,-4.6875,-3.90625,-15.3724899598,95,14.5601897808,D4,0,161.6,14.1330357143
247.805,4.0436408026,0,3.9673456931,0.6078431373,62.734375,150,0,0,0,16.7252747253,0,2.357892652,7.8686638634,765.4375,1,14.1728515625,3193.2670631219,0,0.2075268555,19.1262626263,18.1762637363,0,0.625,1,-0.78125,-3.3222853535,-4.3930590452,-3.90625,-15.3724899598,95,14.5601897808,D4,0,161.6,14.2270833333
247.929,4.2060954398,0,4.0533510893,0.6078431373,64.7159090909,150.505,0,0,0,16.7252747253,0,2.3725490196,7.9770759144,760.095177665,1,14.1728515625,3192.8562973485,0,0.2084387954,19.5,18.225386858,0,0.625,1,-0.78125,-3.90625,-1.9590138191,-3.90625,-15.3724899598,95,14.5601897808,D4,0,161.6,14.4
248.052,4.3181490652,0,4.1537677839,0.6078431373,65.8211016414,150.8781725888,0,0,0,16.7252747253,0,2.3823036752,7.9770759144,761.5,1,14.1728515625,3133.30078125,0,0.2097167969,19.5,18.2637362637,0,0.625,1,-0.78125,-2.3516017588,-0.78125,-3.90625,-15.3724899598,95.6031914894,14.5601897808,D4,0,161.6,14.3
248.177,4.3640802625,0,4.3030441749,0.6078431373,65.5859375,150,0,0,0,16.7252747253,0,2.3847669721,7.9588550923,786.5310945274,1,14.1728515625,3119.62890625,0,0.2098933117,19.0603015075,18.208120518,0,0.625,1,-0.78125,-1.1738379397,-0.78125,-3.90625,-15.3724899598,96.8,14.5601897808,D4,0,161.6,14.8
248.313,4.251302923,0,4.1902668354,0.6078431373,64.4089070431,150,0,0,0,16.7252747253,0,2.3333333333,7.8320381705,793.3653846154,1,14.1728515625,3112.068422379,0,0.2102050781,16,18.1098901099,0,0.625,1,-0.78125,-3.90625,-0.78125,-3.90625,-15.3724899598,96.8,14.5601897808,D4,0,161.6,14.8625
248.424,4.1499225472,0,4.1046768902,0.6078431373,63.29835199,150,0,0,0,16.7252747253,0,2.3405624876,7.8320381705,774.5,1,14.1728515625,3149.3668094758,0,0.2100593813,16,18.0836582772,0,0.625,1,-0.78125,-2.7541035354,-1.5507223618,-3.90625,-15.3724899598,96.8,14.5601897808,D4,0,161.6,14.6
248.525,4.0885827975,0,4.1046768902,0.6078431373,62.4543299129,150,0,0,0,16.7252747253,0,2.3529411765,7.8320381705,773.2549751244,1,14.1728515625,3170.4496133207,0,0.2093708288,16,18.0601910652,0,0.625,1,-0.78125,-0.78125,-3.90625,-3.90625,-15.3724899598,96.8,14.5601897808,D4,0,161.6,14.3928571429
248.649,4.0436408026,0,4.069997295,0.6078431373,61.1010495581,150,0,0,0,16.7252747253,0,2.3232323232,7.8320381705,771.25,1,14.1728515625,3182.12890625,0,0.2054443359,16.5050505051,18.021978022,0,0.625,1,-0.78125,-2.3595328283,-3.90625,-3.90625,-15.3724899598,96.8,14.5601897808,D4,0,161.6,14
248.773,4.0436408026,0,3.9673456931,0.6078431373,58.92578125,150,0,0,0,16.7252747253,0,2.2992413046,7.8320381705,782.4225888325,1,14.1728515625,3180.908203125,0,0.2051254956,17.0653266332,18.0629817943,0,0.625,1,-0.78125,-3.90625,-3.90625,-3.90625,-15.3724899598,96.8,14.5601897808,D4,0,161.6,13.8020833333
248.873,4.0900282292,0,4.019531548,0.6078431373,59.987109375,150,0,0,0,16.7252747253,0,2.3189476796,7.8320381705,790.578358209,1,14.1728515625,3179.6875,0,0.2045898438,17.3165829146,18.1318681319,0,0.625,1,-0.78125,-3.90625,-3.90625,-3.90625,-15.3724899598,96.8,14.5601897808,D4,0,161.6,13.9
248.997,4.1657129778,0,4.1046768902,0.6078431373,61.71875,150,0,0,0,16.7252747253,0,2.328358209,7.8320381705,797.8271144279,1,14.1728515625,3148.802477904,0,0.2050170898,17.5,18.0769230769,0,0.625,1,-0.78125,-3.90625,-3.6160714286,-3.90625,-15.3724899598,96.8,14.5601897808,D4,0,161.6,13.95625
249.121,4.0892637368,0,4.0186714941,0.6078431373,62.2691761364,150,0,0,0,16.7252747253,0,2.3137254902,7.8320381705,782.25,1,14.1728515625,3141.3450915404,0,0.2056030273,17.5,18.0362637363,0,0.625,1,-0.78125,-3.90625,-2.2321428571,-3.90625,-15.3724899598,96.8,14.5601897808,D4,0,161.6,14.2479166667
249.248,4.109659428,0,4.0209858262,0.6078431373,62.080078125,150,0,0,0,16.7252747253,0,2.3137254902,7.8320381705,750.5,1,14.1728515625,3173.828125,0,0.2066650391,17.2462311558,18.1318681319,0,0.625,1,-0.78125,-2.3201947236,-1.5625,-3.90625,-15.3724899598,96.8,14.5601897808,D4,0,161.6,14.3
249.369,4.287785153,0,4.1657129778,0.6078431373,60.68359375,150,0,0,0,16.7252747253,0,2.3183039713,7.8320381705,770.5637755102,1,14.1728515625,3167.1697443182,0,0.20607195,17.5253807107,18.2057942058,0,0.625,1,-0.78125,-1.1460977157,-1.5625,-3.90625,-15.3724899598,96.8,14.5601897808,D4,0,161.6,14.5
