Time,Engine RPM,Intake Manifold Absolute Pressure,Throttle Position,Coolant Temp,Intake Air Temp,Knock Retard,Wideband AFR,Air-Fuel Ratio Commanded,Barometric Pressure,Fuel Pressure,Injector Pulse Width Avg,Short Term Fuel Trim Bank 1,Long Term Fuel Trim Bank 1
3.1,3787.219414504028,100.19122897970563,80.19122897970563,196.0,98.0,0.0,12.8,12.8,101.0,58.0,6.0,0.0,0.0
3.1500000000000004,3749.9796868127073,96.06714064355344,76.06714064355344,196.0,98.0,0.0,12.8,12.8,101.0,58.0,6.0,0.0,0.0
3.2,3708.5008672687713,91.88920385118517,71.88920385118517,196.0,98.0,0.0,12.8,12.8,101.0,58.0,6.0,0.0,0.0
3.25,3602.046606247749,87.66604921727058,67.66604921727058,196.0,98.0,0.0,12.8,12.8,101.0,58.0,6.0,0.0,0.0
3.3000000000000003,3601.6693180319535,83.40640076568738,63.40640076568738,196.0,98.0,0.0,12.8,12.8,101.0,58.0,6.0,0.0,0.0
3.35,3512.5612309731505,79.11905790778175,59.11905790778175,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
3.4000000000000004,3473.9894727929827,74.81287726489641,54.812877264896414,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
3.45,3369.535579092214,70.4967543727166,50.496754372716595,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
3.5,3368.6590417477746,66.17960530522836,46.179605305228364,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
3.5500000000000003,3283.000383999634,61.87034825624966,41.87034825624966,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
3.6,3184.130293260898,57.57788511658233,37.57788511658233,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
3.6500000000000004,3147.9661348836094,53.311083084842366,33.311083084842366,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
3.7,3103.5935870803464,49.07875634995558,29.078756349955583,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
3.75,3054.5476858720795,44.889647883158915,24.889647883158915,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
3.8000000000000003,2848.9406331806313,40.752411377120204,20.752411377120204,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
3.85,2875.582762839449,36.675593369486116,16.675593369486116,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
3.9000000000000004,2786.730755654283,32.66761558778661,12.667615587786607,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
3.95,2691.8475188625243,28.73675755216715,8.736757552167148,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
4.0,2582.519971097846,24.89113947188725,4.89113947188725,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
4.05,2600.0771169171967,22.0,2.0,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
4.1000000000000005,2426.249412387343,22.0,2.0,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
4.15,2426.3605457056046,22.0,2.0,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
4.2,2382.8637054849946,22.0,2.0,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
4.25,2194.1587539714255,22.0,2.0,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
4.3,2173.7590805200552,22.0,2.0,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
4.3500000000000005,2061.670037247947,22.0,2.0,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
4.4,2052.550668353426,22.0,2.0,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
4.45,2032.7895683370157,22.0,2.0,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
4.5,1983.3635148013927,22.0,2.0,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
4.55,1762.3872896743817,22.0,2.0,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
4.6000000000000005,1742.5903085727477,22.0,2.0,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
4.65,1726.8927479136642,22.0,2.0,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
4.7,1696.273659204214,22.0,2.0,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
4.75,1585.577228047095,22.0,2.0,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
4.800000000000001,1475.8902218261978,22.0,2.0,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
4.8500000000000005,1456.0996845533436,22.0,2.0,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
4.9,1383.5893990269403,22.0,2.0,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
4.95,1317.794589200755,22.0,2.0,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
5.0,1239.9919800044593,22.0,2.0,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
5.050000000000001,1230.108052990888,22.0,2.0,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
5.1000000000000005,1174.0809053877326,22.0,2.0,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
5.15,1107.173805292363,22.0,2.0,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
5.2,1053.2077413269096,22.0,2.0,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
5.25,963.9875300135463,22.0,2.0,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
5.300000000000001,951.4420065806495,22.0,2.0,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
5.3500000000000005,976.9135801906292,22.0,2.0,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
5.4,900.0,22.0,2.0,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
5.45,900.0,22.0,2.0,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
5.5,900.0,22.0,2.0,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
5.550000000000001,900.0,22.0,2.0,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
5.6000000000000005,900.0,22.0,2.0,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
5.65,900.0,22.0,2.0,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
5.7,900.0,22.0,2.0,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
5.75,900.0,22.0,2.0,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
5.800000000000001,900.0,22.0,2.0,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
5.8500000000000005,900.0,22.0,2.0,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
5.9,900.0,22.0,2.0,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
5.95,900.0,22.0,2.0,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
6.0,900.0,22.0,2.0,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
6.050000000000001,900.0,22.0,2.0,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
6.1000000000000005,900.0,22.0,2.0,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
6.15,900.0,22.0,2.0,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
6.2,900.0,22.0,2.0,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
6.25,900.0,22.0,2.0,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
6.300000000000001,900.0,22.0,2.0,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
6.3500000000000005,900.0,23.58519044228484,3.5851904422848406,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
6.4,900.0,27.3995376014865,7.3995376014865,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
6.45,900.0,31.301887091500667,11.301887091500667,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
6.5,900.0,35.28417759488088,15.28417759488088,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
6.550000000000001,900.0,39.338182655233354,19.338182655233354,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
6.6000000000000005,900.0,43.45552767110205,23.455527671102047,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
6.65,900.0,47.62770719588477,27.627707195884767,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
6.7,900.0,51.84610250804469,31.846102508044687,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
6.75,900.0,56.10199941532072,36.10199941532072,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
6.800000000000001,902.5077158875897,60.38660625615667,40.38660625615667,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
6.8500000000000005,919.5102484569292,64.69107206116456,44.69107206116456,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
6.9,967.5206120541903,69.00650483710248,49.00650483710248,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
6.95,964.5060482803366,73.32398993559907,53.32398993559907,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
7.0,985.4379917080856,77.63460846867676,57.63460846867676,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
7.050000000000001,1030.7024315334413,81.9294557330345,61.9294557330345,196.0,98.0,0.0,12.8,12.8,101.0,58.0,6.0,0.0,0.0
7.1000000000000005,1089.1683759249404,86.1996596050268,66.1996596050268,196.0,98.0,0.0,12.8,12.8,101.0,58.0,6.0,0.0,0.0
7.15,1114.280216855731,90.43639886834248,70.43639886834248,196.0,98.0,0.0,12.8,12.8,101.0,58.0,6.0,0.0,0.0
7.2,1190.3416691094862,94.63092143651983,74.63092143651983,196.0,98.0,0.0,12.8,12.8,101.0,58.0,6.0,0.0,0.0
7.25,1263.2074177732884,98.77456243265691,78.77456243265691,196.0,98.0,0.0,12.8,12.8,101.0,58.0,6.0,0.0,0.0
7.300000000000001,1333.4692980713103,102.85876208896781,82.85876208896781,196.0,98.0,0.0,12.8,12.8,101.0,58.0,6.0,0.0,0.0
7.3500000000000005,1368.0841390010225,106.87508342920792,86.87508342920792,196.0,158.0,0.0,12.3,11.6,101.0,44.0,17.0,0.0,0.0
7.4,1364.5815818718527,110.8152296974425,90.8152296974425,196.0,158.0,0.0,12.3,11.6,101.0,44.0,17.0,0.0,0.0
7.45,1500.0922969126675,114.67106149715258,94.67106149715258,196.0,158.0,0.0,12.3,11.6,101.0,44.0,17.0,0.0,0.0
7.5,1574.926859644532,118.43461360527519,98.43461360527519,196.0,158.0,0.0,12.3,11.6,101.0,44.0,17.0,0.0,0.0
7.550000000000001,1673.6030801511074,122.0981114264419,100.0,196.0,158.0,0.0,12.3,11.6,101.0,44.0,17.0,0.0,0.0
7.6000000000000005,1718.9361325931113,125.65398705342756,100.0,196.0,158.0,0.0,12.3,11.6,101.0,44.0,17.0,0.0,0.0
7.65,1736.8661361365814,129.09489490062944,100.0,196.0,158.0,0.0,12.3,11.6,101.0,44.0,17.0,0.0,0.0
7.7,1801.5351692629156,132.41372687828496,100.0,196.0,158.0,0.0,12.3,11.6,101.0,44.0,17.0,0.0,0.0
7.75,1979.7780835458516,135.60362707607837,100.0,196.0,158.0,0.0,12.3,11.6,101.0,44.0,17.0,0.0,0.0
7.800000000000001,1999.3760715827304,138.65800592580638,100.0,196.0,158.0,0.0,12.3,11.6,101.0,44.0,17.0,0.0,0.0
7.8500000000000005,2112.9097597135024,141.57055381384453,100.0,196.0,158.0,0.0,12.3,11.6,101.0,44.0,17.0,0.0,0.0
7.9,2196.0524654095766,144.33525411529436,100.0,196.0,158.0,0.0,12.3,11.6,101.0,44.0,17.0,0.0,0.0
7.95,2149.949413062115,146.94639562288666,100.0,196.0,158.0,0.0,12.3,11.6,101.0,44.0,17.0,0.0,0.0
8.0,2270.350968513079,149.3985843449646,100.0,196.0,158.0,0.0,12.3,11.6,101.0,44.0,17.0,0.0,0.0
8.05,2345.896783126977,151.6867546481763,100.0,196.0,158.0,2.0,12.3,11.6,101.0,44.0,17.0,0.0,0.0
8.1,2422.839540777254,153.80617972185723,100.0,196.0,158.0,2.0,12.3,11.6,101.0,44.0,17.0,0.0,0.0
8.15,2495.1633273959096,155.75248134248667,100.0,196.0,158.0,2.0,12.3,11.6,101.0,44.0,17.0,0.0,0.0
8.200000000000001,2554.6408256579184,157.52163891804665,100.0,196.0,158.0,2.0,12.3,11.6,101.0,44.0,17.0,0.0,0.0
8.25,2626.526346510127,159.1099977936002,100.0,196.0,158.0,2.0,12.3,11.6,101.0,44.0,17.0,0.0,0.0
8.3,2632.286871810866,160.51427680093116,100.0,196.0,158.0,2.0,12.3,11.6,101.0,44.0,17.0,0.0,0.0
8.35,2758.3119539626464,161.73157503665016,100.0,196.0,158.0,2.0,12.3,11.6,101.0,44.0,17.0,0.0,0.0
8.4,2807.1724880667534,162.75937785476515,100.0,196.0,158.0,2.0,12.3,11.6,101.0,44.0,17.0,0.0,0.0
8.450000000000001,2913.771469591107,163.59556206133587,100.0,196.0,158.0,2.0,12.3,11.6,101.0,44.0,17.0,0.0,0.0
8.5,2961.0722755694815,164.23840030048356,100.0,196.0,158.0,2.0,12.3,11.6,101.0,44.0,17.0,0.0,0.0
8.55,3074.8514670717423,164.68656462269317,100.0,196.0,158.0,2.0,12.3,11.6,101.0,44.0,17.0,0.0,0.0
8.6,3152.3965036461827,164.9391292280386,100.0,196.0,158.0,2.0,12.3,11.6,101.0,44.0,17.0,0.0,0.0
8.65,3200.587503515827,164.99557237866304,100.0,196.0,158.0,2.0,12.3,11.6,101.0,44.0,17.0,0.0,0.0
8.700000000000001,3268.4748876184176,164.85577747656413,100.0,196.0,158.0,2.0,12.3,11.6,101.0,44.0,17.0,0.0,0.0
8.75,3326.016431001952,164.52003330445757,100.0,196.0,158.0,2.0,12.3,11.6,101.0,44.0,17.0,0.0,0.0
8.8,3369.640781595653,163.98903342922125,100.0,196.0,158.0,2.0,12.3,11.6,101.0,44.0,17.0,0.0,0.0
8.85,3444.9139945224824,163.2638747691526,100.0,196.0,158.0,2.0,12.3,11.6,101.0,44.0,17.0,0.0,0.0
8.9,3494.2021882717095,162.34605532799844,100.0,196.0,158.0,2.0,12.3,11.6,101.0,44.0,17.0,0.0,0.0
8.950000000000001,3590.58164532358,161.23747110043925,100.0,196.0,158.0,2.0,12.3,11.6,101.0,44.0,17.0,0.0,0.0
9.0,3635.0706929829507,159.94041215541864,100.0,196.0,158.0,2.0,12.3,11.6,101.0,44.0,17.0,0.0,0.0
9.05,3715.5237443363485,158.45755790541105,100.0,196.0,158.0,2.0,12.3,11.6,101.0,44.0,17.0,0.0,0.0
9.1,3695.128605101775,156.79197157139816,100.0,196.0,158.0,2.0,12.3,11.6,101.0,44.0,17.0,0.0,0.0
9.15,3837.9418035306935,154.94709385499021,100.0,196.0,158.0,2.0,12.3,11.6,101.0,44.0,17.0,0.0,0.0
9.200000000000001,3824.152470692663,152.92673583076163,100.0,196.0,158.0,2.0,12.3,11.6,101.0,44.0,17.0,0.0,0.0
9.25,3875.5150181244885,150.7350710734859,100.0,196.0,158.0,2.0,12.3,11.6,101.0,44.0,17.0,0.0,0.0
9.3,3945.136593589536,148.37662703653177,100.0,196.0,158.0,0.0,12.3,11.6,101.0,44.0,17.0,0.0,0.0
9.35,3976.4977428001202,145.85627569923156,100.0,196.0,158.0,0.0,12.3,11.6,101.0,44.0,17.0,0.0,0.0
9.4,4054.459716177815,143.17922350254054,100.0,196.0,158.0,0.0,12.3,11.6,101.0,44.0,17.0,0.0,0.0
9.450000000000001,4061.3477104000804,140.35100059377976,100.0,196.0,158.0,0.0,12.3,11.6,101.0,44.0,17.0,0.0,0.0
9.5,4080.691421227968,137.3774494026795,100.0,196.0,158.0,0.0,12.3,11.6,101.0,44.0,17.0,0.0,0.0
9.55,4126.393345127942,134.26471257232078,100.0,196.0,158.0,0.0,12.3,11.6,101.0,44.0,17.0,0.0,0.0
9.600000000000001,4247.004072610293,131.01922026990968,100.0,196.0,158.0,0.0,12.3,11.6,101.0,44.0,17.0,0.0,0.0
9.65,4228.08797047509,127.64767690359486,100.0,196.0,158.0,0.0,12.3,11.6,101.0,44.0,17.0,0.0,0.0
9.700000000000001,4208.855914138944,124.15704727276992,100.0,196.0,158.0,0.0,12.3,11.6,101.0,44.0,17.0,0.0,0.0
9.75,4282.535051999101,120.55454218046887,100.0,196.0,158.0,0.0,12.3,11.6,101.0,44.0,17.0,0.0,0.0
9.8,4243.968864134596,116.84760353757801,96.84760353757801,196.0,158.0,0.0,12.3,11.6,101.0,44.0,17.0,0.0,0.0
9.850000000000001,4399.124573819906,113.04388898963406,93.04388898963406,196.0,158.0,0.0,12.3,11.6,101.0,44.0,17.0,0.0,0.0
9.9,4285.19484475232,109.15125609796688,89.15125609796688,196.0,158.0,0.0,12.3,11.6,101.0,44.0,17.0,0.0,0.0
9.950000000000001,4381.225449076578,105.17774610786282,85.17774610786282,196.0,158.0,0.0,12.3,11.6,101.0,44.0,17.0,0.0,0.0
10.0,4396.967527417292,101.13156733728232,81.13156733728232,196.0,98.0,0.0,12.8,12.8,101.0,58.0,6.0,0.0,0.0
10.05,4327.595694808144,97.02107822044563,77.02107822044563,196.0,98.0,0.0,12.8,12.8,101.0,58.0,6.0,0.0,0.0
10.100000000000001,4405.191570449923,92.85477004131278,72.85477004131278,196.0,98.0,0.0,12.8,12.8,101.0,58.0,6.0,0.0,0.0
10.15,4437.851678407077,88.64124939262956,68.64124939262956,196.0,98.0,0.0,12.8,12.8,101.0,58.0,6.0,0.0,0.0
10.200000000000001,4418.6448011786515,84.38922039677229,64.38922039677229,196.0,98.0,0.0,12.8,12.8,101.0,58.0,6.0,0.0,0.0
10.25,4409.549215334441,80.10746672512069,60.10746672512069,196.0,98.0,0.0,12.8,12.8,101.0,58.0,6.0,0.0,0.0
10.3,4433.430220357657,75.80483345309995,55.804833453099945,196.0,98.0,0.0,14.7,14.7,101.0,58.0,6.0,3.5,0.0
